,round_epochs,val_loss,val_acc,loss,acc,lr,first_neuron,hidden_layers,batch_size,epochs,dropout,weight_regulizer,emb_output_dims,shape,kernel_initializer,optimizer,losses,activation,last_activation
178,100,0.4062591988282899,0.8703703764412138,0.4164180948558557,0.8247012036492625,0.5,32,4,3,100,0.0,None,None,brick,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
179,50,0.4623692453045536,0.8703703703703703,0.47233714068315896,0.7928286854964328,2.75,16,4,4,50,0.0,None,None,brick,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
180,50,0.42813222255143857,0.8703703772690561,0.45542119698695455,0.804780885280366,0.5,8,3,3,50,0.0,None,None,brick,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
181,150,0.4376868553873565,0.8703703772690561,0.4024813369183664,0.8207171400229769,2.1875,32,3,3,150,0.0,None,None,brick,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
182,150,0.4521197931220134,0.8703703772690561,0.4821946457384592,0.7888446308939581,1.625,8,5,3,150,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
183,50,0.45963506655836545,0.8703703703703703,0.4776820937297734,0.796812749003984,3.875,16,4,2,50,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
184,150,0.40354028965036076,0.8703703703703703,0.41827854100778045,0.8207171314741036,0.5,32,5,2,150,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
185,150,0.45659275887677114,0.8703703703703703,0.4383025178677038,0.8207171314741036,3.3125,32,5,1,150,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
186,100,0.41379018990253963,0.8703703703703703,0.42266757293526397,0.820717131592838,1.0625,8,2,4,100,0.0,None,None,brick,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
187,50,0.4609459545204623,0.8796296296296297,0.49029760697181246,0.7768924302788844,1.0625,16,4,2,50,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
188,150,0.45560426405076954,0.8796296296296297,0.4394874106026735,0.8207171314741036,3.3125,32,3,1,150,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
189,50,0.40831297249705706,0.8703703703703703,0.44961856373871467,0.8087649402390438,1.0625,16,2,2,50,0.0,None,None,brick,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
190,100,0.4056819199273984,0.8796296296296297,0.4282126943784881,0.8127490042215324,3.875,32,2,4,100,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
191,150,0.4178329386782867,0.8611111111111112,0.4269111722826483,0.8247011952191236,2.1875,16,3,4,150,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
192,150,0.4486122317612171,0.8796296359764205,0.42196697869757377,0.812749012176734,3.875,64,3,3,150,0.0,None,None,brick,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
193,150,0.40787909733545447,0.8796296296296297,0.41410672342378285,0.8247011952191236,2.1875,8,4,1,150,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
194,150,0.4532533360390045,0.8796296296296297,0.48014658108027064,0.7768924302788844,3.875,32,4,1,150,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
195,100,0.40103855232397717,0.8703703764412138,0.4206911352540986,0.8087649495003233,1.0625,16,2,3,100,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
196,50,0.43854990389405024,0.8703703772690561,0.4794732290375755,0.7768924389464922,2.1875,16,2,3,50,0.0,None,None,brick,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
197,50,0.6869845787684122,0.5555555555555556,0.6683944163591679,0.5338645418326693,4.4375,64,3,1,50,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
198,150,0.4555548453289602,0.8796296359764205,0.48025944964789535,0.7968127580277948,4.4375,16,4,3,150,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
199,100,0.46004475311686593,0.8611111177338494,0.4625127851161586,0.8007968220102835,2.75,32,4,3,100,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
200,150,0.4428429459739063,0.8703703764412138,0.44743021749761475,0.8047808859927721,0.5,8,2,3,150,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
201,100,0.4352300143744085,0.8703703703703703,0.5123437504809112,0.7609561752988048,4.4375,64,3,2,100,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
202,150,0.4098021905972726,0.8703703772690561,0.4212600263021144,0.8207171385981648,0.5,8,4,3,150,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
203,150,0.4001835828509044,0.8518518518518519,0.4226299487889199,0.8167330677290837,0.5,32,2,1,150,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
204,50,0.4284790660151177,0.8703703772690561,0.45947051322852,0.804780885636569,1.0625,32,3,3,50,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
205,100,0.3880844759168448,0.8796296296296297,0.4086171198651135,0.8207171314741036,2.1875,32,3,4,100,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
206,50,0.4169174761390658,0.8611111111111112,0.44356228824541627,0.8087649402390438,1.625,8,2,2,50,0.0,None,None,brick,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
207,100,0.6877239329947366,0.5555555696288744,0.6909463958911212,0.5338645550121824,1.0625,8,5,3,100,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
208,100,0.4185010463827186,0.8796296359764205,0.44519460407564365,0.8047808843304911,0.5,8,4,3,100,0.0,None,None,brick,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
209,50,0.45777506684815444,0.8703703703703703,0.4692855110443921,0.7888446215139442,2.1875,8,5,4,50,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
210,150,0.45308226496184,0.8703703703703703,0.4758568194431203,0.7848605577689243,2.75,32,2,1,150,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
211,150,0.4218973157306512,0.8703703772690561,0.4104100596289562,0.8207171404979143,1.625,32,3,3,150,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
212,150,0.3989168272560669,0.8611111185616918,0.39139666877672136,0.82071714037918,3.3125,16,3,3,150,0.0,None,None,brick,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
213,100,0.39933407573995217,0.8611111111111112,0.4254687051047604,0.8087649402390438,0.5,64,3,2,100,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
214,100,0.4172187040870388,0.8703703703703703,0.4408513330130938,0.8087649404765125,1.625,16,2,4,100,0.0,None,None,brick,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
215,100,0.4021571735954947,0.8703703772690561,0.4195227413716544,0.8087649495003233,1.0625,64,4,3,100,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
216,150,0.454989412351063,0.8703703703703703,0.4205414667318341,0.8247011952191236,1.0625,32,4,2,150,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
217,100,0.4215213999462624,0.8796296351485782,0.44548630110355486,0.8127490124142027,2.75,64,2,3,100,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
218,50,0.46041111472166246,0.8703703703703703,0.49062511078508725,0.7729083667713332,3.875,8,5,4,50,0.0,None,None,brick,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
219,150,0.4083481774561935,0.8611111185616918,0.4409572318700918,0.8127490119392653,3.3125,32,3,3,150,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
220,100,0.42087813632355797,0.8703703703703703,0.4553362521754793,0.8087649404765125,1.625,32,5,4,100,0.0,None,None,brick,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
221,50,0.4442188166358392,0.8703703703703703,0.486175383011423,0.7808764940239044,3.875,8,3,1,50,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
222,50,0.42420281500866014,0.8703703703703703,0.45396580664715563,0.8047808764940239,1.625,8,3,2,50,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
223,50,0.4196527163601584,0.888888894683785,0.4581613316427011,0.8127490122954684,0.5,32,5,3,50,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
224,100,0.4542764995454086,0.8703703703703703,0.4618493190918311,0.7968127492414527,4.4375,8,2,4,100,0.0,None,None,brick,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
225,100,0.38718163601502226,0.8703703703703703,0.4123623284151355,0.8167330679665523,1.625,32,5,4,100,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
226,50,0.4159005980386778,0.8703703703703703,0.46222897543315866,0.8007968127490039,1.625,32,4,2,50,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
227,50,0.45439617791109616,0.8611111185616918,0.47831509194051125,0.7888446306564894,3.3125,16,4,3,50,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
228,100,0.5672442481025226,0.8240740740740741,0.581210776236821,0.7211155378486056,4.4375,64,4,1,100,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
229,100,0.4125857002067345,0.8703703703703703,0.4430516500515767,0.8087649403577781,1.0625,16,3,4,100,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
230,50,0.4451510498864132,0.8703703703703703,0.4762538751997653,0.7768924302788844,2.1875,32,5,1,50,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
231,100,0.4109238630195183,0.8981481481481481,0.43684755731002983,0.8087649402390438,1.0625,8,3,2,100,0.0,None,None,brick,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
232,50,0.4093137463485753,0.8796296296296297,0.44268127361616766,0.8007968128677383,1.0625,64,2,4,50,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
233,100,0.6875974651839998,0.5555555696288744,0.6912464017412102,0.5338645553683855,3.3125,16,5,3,100,0.0,None,None,brick,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
234,50,0.45569802438236634,0.8611111111111112,0.45933696504058946,0.8127490039840638,1.0625,16,4,2,50,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
235,50,0.6185553708562145,0.8148148148148148,0.6386785806742018,0.5976095617529881,2.1875,64,2,1,50,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
236,100,0.4172173175072573,0.8796296296296297,0.4103515766759631,0.8286852589641435,0.5,64,5,1,100,0.0,None,None,brick,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function relu at 0x000002B8ADC76F28>,<function sigmoid at 0x000002B8ADC850D0>
237,50,0.43102998793970243,0.8888888888888888,0.4863822855474149,0.7689243027888446,2.75,16,5,2,50,0.0,None,None,brick,uniform,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
238,50,0.4140823502783422,0.8703703703703703,0.4512533195227741,0.8087649404765125,2.1875,32,5,4,50,0.0,None,None,brick,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
239,150,0.42791746171685563,0.8888888888888888,0.431399242531561,0.8127490039840638,3.875,32,2,1,150,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
240,100,0.4348415958879699,0.8611111111111112,0.4404863053688335,0.8167330677290837,3.875,32,2,1,100,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
241,50,0.4021702686376456,0.8703703764412138,0.4466952483551911,0.8007968223664865,1.625,32,5,3,50,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
242,50,0.5114969557088679,0.8703703703703703,0.586057990242125,0.7290836653386454,3.3125,64,5,2,50,0.0,None,None,long_funnel,normal,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
243,100,0.4361399703926441,0.8703703703703703,0.4457526504696603,0.8087649402390438,3.875,16,2,2,100,0.0,None,None,long_funnel,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
244,100,0.4212635079467738,0.8796296296296297,0.4399061230311831,0.8167330679665523,0.5,8,2,4,100,0.0,None,None,brick,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x000002B8A86727B8>,<function elu at 0x000002B8ADC76C80>,<function sigmoid at 0x000002B8ADC850D0>
